group	A	A	B	B	C	C	D	D
gene868	3.529658556	2.783360262	2.482670193	2.578648938	2.263488182	2.875715199	3.740139636	2.301420834
gene869	0.765550871	2.890384431	4.35590428	2.368695724	2.675066167	4.107570708	3.790959659	3.517275693
gene870	2.149990935	0.587900681	2.824297399	3.16466562	0.911087153	3.660974239	2.655871563	2.745893442
gene871	3.040234917	2.789082345	2.653555357	2.992701369	2.596255366	2.791059714	2.496556941	2.895800886
gene872	2.548737463	2.566050384	2.021383781	1.532481544	1.974639438	0.990329739	3.38403046	2.824024424
gene873	4.228210707	2.337123049	0	2.2210078	0.575620202	3.284249082	3.209205357	2.578322871
gene874	3.464093165	3.542097053	2.378189755	2.557042415	2.241013371	3.004156183	3.307902059	2.549373456
gene875	3.956595703	3.220597726	2.499322915	2.888860121	2.467639457	2.727007729	3.403536328	2.340556572
gene876	3.184121573	2.188942071	2.695323517	3.642990313	2.737799231	2.399890211	3.361730467	2.637260136
gene877	2.533765162	1.3591388	1.52084965	0.968945238	0.006565128	1.819324838	3.767506496	2.855870132
gene878	2.747711782	2.887575959	1.819161312	3.790063025	1.969531805	2.338615525	2.594622593	1.442593227
gene879	2.664196093	3.335520415	2.90470181	2.701471431	2.741721525	3.736778032	1.851986848	2.616538846
gene880	3.070330932	2.86620772	2.910112861	2.340710376	2.609743145	2.838318496	3.092960055	2.571312754
gene881	3.382029449	3.241658691	2.108939224	3.293333695	2.433565746	2.696554752	2.580953457	2.254606136
gene882	3.272789137	2.640618615	2.052652382	3.22422554	2.638131776	2.053733473	2.363014041	2.40695837
gene883	4.097324252	3.731400499	1.673171956	3.145142662	2.709811147	2.062629468	3.404602075	2.089013329
gene884	1.985795497	3.734785478	3.377050155	3.48350625	3.180490031	3.205270511	2.402149132	0.97665911
gene885	2.265793925	2.991618892	2.109955569	3.493058045	2.347316986	2.809183924	2.46694029	2.25430983
gene886	3.334087679	3.093871127	2.749420564	2.999673553	2.605518039	2.967218418	2.416847847	2.646586646
gene887	2.944508034	3.291397276	0.3643371	3.501757586	2.862124033	2.192216263	2.780433993	2.812498225
gene888	2.952598223	2.62877826	2.521668902	3.108619797	2.671626264	3.142269651	2.956958055	2.155532294
gene889	2.723940754	2.894059118	2.257780052	2.845309389	3.329707734	3.324814923	2.553195825	2.726236146
gene890	4.410707431	3.209791774	2.234924318	1.734616418	2.371162938	3.302661221	2.720387922	2.191221518
gene891	3.217533185	2.851239324	1.550092923	3.418315453	2.095154777	2.812303115	2.703716461	1.997462233
gene892	3.756777797	3.057640886	1.41735837	2.732629557	2.150676647	3.193446903	1.482755369	2.353487032
gene893	4.433199836	1.803574234	1.546896929	3.243880778	1.921097326	1.257517585	2.644848423	2.794686184
gene894	1.770871322	2.540210819	2.936266677	3.049865971	3.314766121	2.718118279	3.133680239	2.763133207
gene895	1.288931392	1.760940517	3.58491441	2.056670226	2.281656712	2.653697506	3.033488197	2.568277804
gene896	2.416283089	2.566030894	2.596221965	2.685283107	3.146052344	3.022761948	2.823549651	2.966369554
gene897	2.505931568	2.416737075	2.375145109	3.406508099	1.979783917	2.180402507	2.63803212	1.757923583
gene898	2.066206324	2.315583619	3.16843826	2.414636194	2.692491922	0.931497745	3.244342141	3.681966429
gene899	2.282338976	3.055683297	2.344638208	2.982049869	2.510166953	2.572276089	2.389850367	2.356518524
gene900	0	1.65230292	1.142419973	0	1.978689869	0	2.929457738	1.697026484
gene901	2.859534289	3.201483311	2.8032043	2.701116516	2.715333312	3.209132038	2.913075139	2.678297309
gene902	2.608187094	3.366544634	2.507817469	2.105077947	1.08E-09	2.217652604	1.887201603	2.430172851
gene903	2.342369846	2.773181943	2.826229152	2.892118977	2.962739642	3.088251865	3.210387306	2.349716283
gene904	2.766465833	2.520955224	2.999576146	3.051954979	1.824474601	2.569464357	2.237603487	3.611915967
gene905	2.22992318	3.184062842	2.935414486	2.682469923	3.010002794	2.29986885	0.857758106	2.39985194
gene906	3.592301547	2.962832167	1.597574079	3.387905655	2.324421801	2.846697896	2.22763635	2.451411591
gene907	6.096219678	0	0	0	0	0	1.007583039	0
gene908	1.069193457	0.39372261	1.05E-05	4.012184261	0.000254995	1.099746292	0.026993208	0.958511606
gene909	3.009191284	2.791380677	1.59424278	3.37870998	2.008296841	2.771866568	2.756000619	2.132339938
gene910	2.002389287	1.90515447	2.574661034	2.375592764	2.060120036	3.096013847	3.700661654	2.596973296
gene911	2.39475009	2.670801821	2.855092716	2.844060196	1.948249475	2.747215512	2.480153942	2.778408353
gene912	2.622363467	2.368109	2.035979262	3.093157869	1.913504117	2.555524152	2.644633881	1.905508794
gene913	0.000293347	2.722949028	3.077478871	1.89914082	2.650206211	2.780524282	3.500878519	2.899674492
gene914	3.138187003	3.37117967	3.083448266	2.554345722	2.912136304	2.880994991	3.034596063	2.348365576
gene915	2.391998621	2.505250719	1.634630439	2.848868272	2.717357281	2.978494024	3.839113066	3.733256711
gene916	3.68496457	2.782031066	2.118691953	2.485006839	2.506340432	2.879913531	2.345535472	2.736743402
gene917	1.333280602	2.647422736	2.35776593	2.038801375	2.900308455	2.452052411	2.667426665	2.905054319
gene918	3.109500977	2.921398244	2.233743906	3.220079164	2.469714093	3.058761532	2.77422621	2.570870908
gene919	2.470836175	2.863565838	3.081973565	2.565248645	2.900408936	2.783900815	2.968009627	2.571912184
gene920	2.800415384	2.431679115	2.606330883	3.004289242	2.82452348	3.239255965	3.021001711	2.789053123
gene921	3.036631685	3.637018952	3.213473269	2.347696834	3.025289307	2.859114806	3.143863573	2.348501554
gene922	0.000207823	3.233079691	2.594885298	2.491417016	2.903664973	1.890127572	2.605079434	2.853315045
gene923	3.946468868	0	3.017587021	2.039534993	2.385384097	3.426213756	2.559019403	1.932151904
gene924	2.768455367	6.26E-06	1.239544687	2.990421237	1.983046492	3.824981645	1.291114326	2.091581368
gene925	3.792626335	2.13251104	2.286115252	2.626453155	2.179421874	2.665924815	3.466091964	2.737595914
gene926	3.240251735	2.926282235	2.129276422	2.802685407	2.465838675	1.953317395	2.258868627	0.798303561
gene927	2.381532569	2.832531574	2.396647248	3.091168351	2.286892973	3.017494379	3.163453647	2.59589746
gene928	2.624987534	2.132004257	2.629531482	2.494617855	3.12997864	2.739117932	3.805767084	2.441969431
gene929	1.909569596	3.237288369	2.960142834	3.863978084	2.586358834	3.332500285	3.672889193	2.478231506
gene930	2.580410839	1.435159175	2.823188883	2.47121608	1.993083759	2.52031915	2.379609873	2.122533577
gene931	1.837462936	2.999729469	2.27765155	3.530133184	2.427287028	2.378345149	2.914011448	2.33450821
gene932	2.291798026	3.682910336	1.909703991	2.37529527	2.919841554	3.075787605	3.095212177	3.290927136
gene933	2.211523122	2.132399168	0	0.840519631	1.668772684	0.619973545	1.008752198	2.481877557
gene934	2.173322552	2.040436586	3.819085675	3.468035849	3.329547012	2.82827005	3.545622476	2.785847639
gene935	8.37E-06	2.761455493	2.575595517	2.237725844	1.866563826	2.407170533	3.795496833	1.623717061
gene936	2.835230848	2.637461866	2.651375508	2.910540801	2.806528227	2.889633184	2.375945785	2.756835428
gene937	1.36E-07	2.249518157	1.598641521	3.052690634	2.577735765	2.437371575	2.836457409	3.374282774
gene938	2.305882994	2.439056586	3.382293736	3.54963221	3.105758523	2.604042849	3.432236543	1.516948057
gene939	2.654435541	3.443069519	2.098581256	1.786679994	3.341070612	3.33982008	2.592732095	2.908361395
gene940	0	2.90302284	1.3436807	1.942420668	0	2.436814796	0	2.261130596
gene941	3.382466672	2.068306222	2.44122052	2.193131455	1.27223226	1.990548308	2.407344593	1.829167619
gene942	5.071131953	2.813259931	1.339393968	3.117557083	1.690877433	2.443420999	0	0.960997963
gene943	2.643685365	2.567260677	2.426833668	3.03641014	2.840962677	2.570103427	2.307705379	2.831214503
gene944	2.495234655	1.768273266	2.390268716	1.951677308	2.925680472	3.03267569	3.022923477	2.142256579
gene945	2.378544916	2.56778393	2.865505143	2.923634118	3.004114824	3.183812017	2.907621376	3.162524262
gene946	2.725091088	2.454699696	2.470214061	3.122063047	2.433803404	3.211549599	2.656134793	2.550321993
gene947	0.105608355	2.698591886	2.296219508	3.03572595	2.906211407	3.041455025	2.397321071	3.100858259
gene948	3.161544296	0.808313378	2.627165558	3.264830645	4.019915368	2.768262678	2.749527832	1.280077368
gene949	4.091564443	2.694269564	2.06904906	3.240894344	2.583369848	3.124142823	3.169676516	2.726026832
gene950	2.674413194	3.476666828	2.82822536	1.883734194	2.691592229	2.610014926	0.245555292	2.805164486
gene951	2.703499424	1.727088351	1.566420642	4.680712549	2.064137865	1.535087464	1.481273105	0
gene952	2.803617627	2.29033003	2.764995757	3.074599626	2.600598034	2.564931726	2.888727665	2.517966006
gene953	2.226862995	3.140886609	2.657665155	3.104512792	2.674880924	3.016079069	2.312139458	2.792076545
gene954	3.313591244	3.113173726	2.738181994	2.874366158	2.661526156	3.322996736	2.756423422	2.401305523
gene955	1.802486897	4.371119715	0.00024123	5.631575788	0	2.758552631	0.000360779	8.47E-06
gene956	1.457935687	2.784799192	2.976380134	2.000457983	2.177423525	2.88211478	2.000573357	3.1985523
gene957	2.894449162	2.32707222	1.997866842	2.338127715	2.123997204	2.384561016	2.273435323	2.388933429
gene958	2.07971261	2.623639814	2.357442215	2.971508607	1.98191109	2.695419292	2.647940731	1.976656911
gene959	1.695842411	0.397241105	0	1.078486872	1.236510987	2.460493576	0.958580647	0
gene960	3.372564914	2.607855803	1.844325389	2.782574214	2.215367972	2.328402786	2.037136187	2.31016559
gene961	2.300267255	3.242338788	2.763182085	2.739480903	2.864257473	2.639931342	1.30896658	2.725204544
gene962	1.556169425	3.180060316	2.502445178	2.61733375	2.233302153	2.931843768	1.734642428	3.016959791
gene963	2.690750073	2.031539882	2.221552322	2.552308206	2.204275337	1.882150004	2.143657899	2.390158636
gene964	2.535189512	1.617331399	0	0.313406078	0.519199683	1.821604101	2.195423196	1.784118654
gene965	3.380209952	2.257463276	1.883468328	3.366586597	1.775547864	2.534096474	2.534004312	2.008694838
gene966	2.771606729	3.200653436	2.540999322	2.157034006	3.458059094	3.137028012	0.525008442	0.022903952
gene967	2.108848922	2.174898526	1.757343336	2.318762236	1.662561002	1.730757323	2.506530857	1.437201101
gene968	2.159512939	2.008540672	1.981998742	4.020573317	2.749686574	2.850323379	3.141382106	2.237701373
gene969	9.84E-06	0	5.18E-05	4.012166379	1.76E-05	6.21E-06	0	0.162795247
gene970	2.005949652	1.317570352	2.494679291	1.750199149	2.388396212	1.90979998	1.6047498	2.888281513
gene971	3.27867321	2.915128863	2.366702686	3.138979891	2.391424049	2.668963249	2.836616967	2.500307476
gene972	3.167444641	2.229769402	2.687584802	3.28057481	2.308256016	2.820507808	2.802319383	3.012486436
gene973	2.743030182	2.598562919	1.1626161	2.331581977	2.972867237	3.751292319	2.241345984	2.995643704
gene974	3.487975054	2.626555949	2.301795403	2.791207699	2.966788512	2.040282268	2.79876598	2.411233693
gene975	2.312909087	3.318995002	3.567058626	2.623365904	0.000278891	3.416347953	3.873695101	2.932151904
gene976	2.606008644	3.120643901	2.583776599	1.887505775	2.341908915	2.98327091	2.441948191	2.828668136
gene977	3.252523143	2.964807076	1.631616529	3.45968079	2.202546234	2.597140205	2.810720716	2.455893994
gene978	3.407994411	2.99414341	1.894689734	2.794582222	2.570618365	2.605240667	2.645946006	2.255401025
gene979	1.716723176	1.937122132	3.058936392	2.215212635	2.107644353	2.554269582	2.58736019	2.967336482
gene980	0	1.203883964	2.237787019	1.997249045	1.289185254	3.420134723	0	0.940860581
gene981	2.822624109	1.313332933	0.257281023	1.33650049	1.813656024	2.038106024	2.067256655	0.788072592
gene982	2.413964998	2.924193021	2.669770605	2.812861677	2.547259794	2.926870467	2.676734538	2.639023733
gene983	0.823334424	3.812600905	2.277919304	0.726632451	2.976495617	2.499873944	2.649643048	3.16060884
gene984	1.799394053	2.583136336	2.536020564	2.586740728	1.652211123	2.43372864	2.659449669	2.500725583
gene985	3.069353307	3.234588689	2.438758591	2.934771239	2.126711906	2.174438379	2.374321729	2.615649351
gene986	2.681966429	2.68600068	2.199176051	2.745308336	2.260022644	2.758367144	2.685740601	2.119518865
gene987	2.816138872	2.610619753	2.070090453	2.769454396	1.324764529	2.712989689	2.516509412	2.982679683
gene988	4.077559195	2.34790089	3.060669995	2.799014755	2.901625744	1.303465147	0.933165454	2.741984646
gene989	0.000795679	3.488309336	0.222140546	3.61463918	2.882011059	3.317930625	3.98396037	0.021388899
gene990	2.603259579	3.012407769	2.600098447	3.165852462	2.710787703	2.745899894	3.64657743	2.166342674
gene991	2.762846284	3.298486765	2.863845306	2.480146185	2.561941946	2.618732001	2.149272374	2.384572067
gene992	3.270077375	3.561448342	1.937811403	2.58897722	2.500072875	2.740977196	2.986711276	2.099355806
gene993	2.500108577	2.075488135	1.988124767	2.359776965	1.814132012	2.41484182	2.775115878	1.996464676
gene994	2.56336561	3.049749245	2.40093407	3.009832647	2.458132608	2.668119125	2.741482087	2.681838279
gene995	2.703428548	2.940845175	2.099096547	3.47990311	2.104373565	2.506401371	2.367835114	2.338082064
gene996	2.555354811	2.218381311	2.662636193	0.298545711	3.024741645	2.5574395	2.776152428	2.605807208
gene997	2.81529465	2.217007314	2.811614882	2.453870473	2.742579724	2.260384026	3.138336112	2.039478844
gene998	2.491060358	2.459701771	2.364911356	2.34908781	2.566868721	2.725909079	2.77931646	2.831885346
gene999	2.59143049	2.303108551	2.895066031	1.722212438	2.057453738	3.508415975	3.430869995	2.037104551
gene1000	2.05916489	2.321324922	3.080892977	2.173894961	2.558892095	2.673612955	2.277038505	2.584161583
